15,-1.0,0.027027027027026973,0.04201680672268915,-0.831858407079646,-0.6373295555162033,-0.6993947545393411,-0.7353522053982884,-0.7040358744394619
7,-1.0,-0.2567567567567568,-0.2941176470588235,-0.8407079646017699,-0.8416858508942802,-0.867518493611298,-0.8736010533245556,-0.8634778276033881
9,0.0,0.22972972972972983,0.2268907563025211,-0.7610619469026548,-0.5218700194793695,-0.65635507733692,-0.6287030941408822,-0.5844544095665172
10,-1.0,-0.013513513513513487,0.04201680672268915,-0.7787610619469026,-0.6359128740924385,-0.7114996637525219,-0.7011191573403555,-0.6940707523667164
7,1.0,-0.31081081081081074,-0.32773109243697474,-0.8584070796460177,-0.8562068354878697,-0.8809683927370545,-0.8973008558262014,-0.8933731938216243
8,1.0,-0.05405405405405406,-0.17647058823529405,-0.831858407079646,-0.7524349211970958,-0.8117014122394083,-0.7972350230414746,-0.7638266068759342
20,0.0,0.22972972972972983,0.2100840336134453,-0.7345132743362832,-0.4506817779351868,-0.6825823806321454,-0.6287030941408822,-0.3452914798206277
16,0.0,0.2702702702702704,0.24369747899159666,-0.7787610619469026,-0.4574110146980698,-0.605917955615333,-0.6076366030283081,-0.48480318883906315
9,-1.0,0.08108108108108092,0.05882352941176472,-0.7787610619469026,-0.6405170887196743,-0.7101546738399462,-0.7050691244239631,-0.6741405082212256
19,0.0,0.283783783783784,0.2941176470588236,-0.7345132743362832,-0.3678059146449443,-0.578345662407532,-0.6036866359447005,-0.3652217239661185
14,0.0,0.21621621621621623,0.09243697478991608,-0.7522123893805309,-0.5718080396670799,-0.7404169468728985,-0.6129032258064517,-0.5844544095665172
10,-1.0,-0.04054054054054057,-0.008403361344537785,-0.8053097345132743,-0.7138303523995042,-0.7760591795561533,-0.7880184331797235,-0.733931240657698
11,-1.0,0.12162162162162149,0.09243697478991608,-0.7610619469026548,-0.617850185939437,-0.7088096839273705,-0.7511520737327189,-0.6243148978574987
10,0.0,0.2432432432432432,0.17647058823529438,-0.7433628318584071,-0.5165574641402515,-0.6348352387357095,-0.5510204081632653,-0.5944195316392625
10,0.0,0.06756756756756754,0.008403361344537785,-0.8230088495575221,-0.6646006729236763,-0.7760591795561533,-0.7893350888742594,-0.6342800199302441
12,-1.0,0.14864864864864868,0.1596638655462186,-0.7699115044247787,-0.5307242783778998,-0.6543375924680566,-0.6510862409479921,-0.5246636771300448
7,1.0,-0.2432432432432433,-0.24369747899159644,-0.8495575221238938,-0.7956437046219231,-0.8735709482178884,-0.8973008558262014,-0.7737917289486795
10,0.0,-0.013513513513513487,-0.042016806722688926,-0.8230088495575221,-0.6819550203647955,-0.7484868863483525,-0.772218564845293,-0.7438963627304434
7,-1.0,-0.21621621621621623,-0.19327731092436973,-0.8584070796460177,-0.8204356295378077,-0.8708809683927371,-0.8880842659644503,-0.8036870951669157
9,-1.0,0.013513513513513598,-0.10924369747899154,-0.8230088495575221,-0.7315388701965646,-0.7720242098184265,-0.803818301514154,-0.7737917289486795
11,-1.0,-0.2432432432432433,-0.24369747899159644,-0.831858407079646,-0.8275190366566318,-0.8728984532616005,-0.8380513495720869,-0.8535127055306427
10,1.0,-0.17567567567567566,-0.2605042016806721,-0.8230088495575221,-0.8416858508942802,-0.8937457969065232,-0.8722843976300197,-0.8335824613851519
12,0.0,0.3243243243243241,0.2941176470588236,-0.7256637168141593,-0.33593058261023556,-0.426361802286483,-0.4377880184331798,-0.46487294469357243
9,0.0,0.283783783783784,0.2100840336134453,-0.7610619469026548,-0.46059854790154064,-0.5736381977135172,-0.4483212639894668,-0.6043846537120079
