1,0,0.014459,0.086756,0.057838,0.17351,0.072297,0.072297,0.043378,0.057838,0.014459,0.96878,0.043378,0.028919,0.014459,0.028919,0.014459,0,0,0.014459,0,0,0.014459,0,0
1,0.01247,0.02494,0.59855,0.02494,0.74819,0.01247,0.03741,0.02494,0.02494,0.01247,0.27434,0.03741,0.01247,0.01247,0.01247,0.01247,0,0,0.01247,0,0,0.01247,0,0
0,0,0.072157,0.21647,0.072157,0.37882,0.018039,0.072157,0.054118,0.054118,0.018039,0.88392,0.054118,0.018039,0.036079,0.018039,0.018039,0,0,0.018039,0,0,0.018039,0,0.018039
1,0,0.0099519,0.41798,0.019904,0.7862,0.0099519,0.039807,0.029856,0.039807,0.019904,0.44783,0.029856,0.0099519,0.019904,0.0099519,0.0099519,0,0,0,0,0,0,0,0
1,0.013053,0.013053,0.31328,0.03916,0.63961,0.013053,0.03916,0.03916,0.052213,0.052213,0.69182,0.03916,0.026106,0.026106,0.013053,0.013053,0.013053,0,0.013053,0,0,0,0,0
0,0,0.038281,0.34453,0.019141,0.8709,0.047852,0.028711,0.028711,0.038281,0.038281,0.33496,0.028711,0.0095704,0.019141,0.019141,0.0095704,0,0,0.0095704,0,0,0,0,0.0095704
1,0,0.061235,0.36741,0.030617,0.42864,0.045926,0.076544,0.045926,0.061235,0.030617,0.81136,0.045926,0.015309,0.015309,0.015309,0.015309,0,0,0.015309,0,0,0.015309,0,0
0,0,0.023343,0.42017,0.023343,0.80533,0.011671,0.035014,0.035014,0.023343,0.035014,0.4085,0.035014,0.011671,0.011671,0.023343,0.011671,0,0.011671,0.011671,0,0.011671,0,0,0
0,0,0.057073,0.17122,0.028537,0.44232,0.057073,0.057073,0.014268,0.057073,0.014268,0.87036,0.042805,0.014268,0.014268,0.014268,0.014268,0,0,0.014268,0,0,0.014268,0,0.014268
0,0.014975,0.029951,0.44926,0.059902,0.77873,0.014975,0.014975,0.059902,0.029951,0.044926,0.41931,0.044926,0.029951,0.014975,0.014975,0.014975,0.014975,0,0.014975,0,0,0.014975,0,0
1,0.031911,0.063823,0.38294,0.063823,0.41485,0.031911,0.063823,0.063823,0.031911,0.095734,0.79778,0.095734,0.031911,0.031911,0.031911,0.031911,0.031911,0,0.031911,0,0.031911,0,0,0
1,0.014465,0.014465,0.69434,0.028931,0.62201,0.014465,0.028931,0.028931,0.057862,0.028931,0.34717,0.043396,0.014465,0.014465,0.014465,0.014465,0,0,0.014465,0,0.014465,0,0,0
1,0,0.065442,0.39265,0.065442,0.52354,0.032721,0.098163,0.065442,0.032721,0.098163,0.71986,0.098163,0.032721,0.032721,0.065442,0.032721,0,0,0.032721,0,0,0.032721,0,0
0,0.015045,0.015045,0.36108,0.060179,0.18054,0.015045,0.075224,0.045134,0.060179,0.045134,0.90269,0.045134,0.03009,0.015045,0.015045,0.015045,0.015045,0,0.015045,0,0,0.015045,0,0.015045
1,0,0.028116,0.42174,0.056232,0.39363,0.028116,0.084348,0.056232,0.11246,0.084348,0.78725,0.084348,0.028116,0.028116,0.028116,0.028116,0.028116,0,0.028116,0,0.028116,0,0,0
0,0.023434,0.023434,0.56241,0.046868,0.30464,0.046868,0.070302,0.046868,0.046868,0.070302,0.74989,0.070302,0.023434,0.023434,0.023434,0.023434,0,0,0.023434,0,0,0.023434,0,0.023434
1,0,0.062546,0.37527,0.062546,0.37527,0.078182,0.078182,0.046909,0.062546,0.031273,0.82873,0.046909,0.031273,0.015636,0.015636,0.015636,0,0,0.015636,0,0,0.015636,0,0
1,0,0.011072,0.33215,0,0.89679,0.055358,0.022143,0.033215,0.033215,0.033215,0.27679,0.011072,0.033215,0.011072,0.011072,0.011072,0,0,0.011072,0,0,0.011072,0,0
0,0.0073591,0.014718,0.17662,0.014718,0.92725,0.0073591,0.036796,0.014718,0.014718,0.029436,0.3238,0.022077,0.0073591,0.0073591,0.014718,0.0073591,0,0.0073591,0.0073591,0,0,0,0,0
1,0,0.075728,0.45437,0.037864,0.64369,0.056796,0.09466,0.056796,0.037864,0.056796,0.58689,0.056796,0.018932,0.037864,0.037864,0.018932,0,0,0.018932,0,0,0.018932,0,0
1,0,0.07391,0.1663,0.07391,0.38802,0.018477,0.055432,0.055432,0.07391,0.055432,0.88691,0.055432,0.055432,0.018477,0.036955,0.018477,0.018477,0,0.018477,0,0,0.018477,0,0
1,0,0.019217,0.1153,0.038433,0.49963,0.05765,0.05765,0.05765,0.05765,0.019217,0.84553,0.05765,0.019217,0.038433,0.019217,0.019217,0,0,0.019217,0,0.019217,0,0,0
0,0,0.018396,0.18396,0.073584,0.40471,0.018396,0.036792,0.055188,0.055188,0.018396,0.883,0.055188,0.036792,0.036792,0.018396,0.036792,0.018396,0,0.018396,0,0.018396,0,0,0.018396
1,0,0.040185,0.24111,0.080371,0.36167,0.040185,0.040185,0.060278,0.080371,0.040185,0.88408,0.060278,0.020093,0.020093,0.020093,0.020093,0,0.020093,0.020093,0,0,0.020093,0,0
1,0,0.10968,0.2742,0.10968,0.57583,0.1371,0.082261,0.10968,0.02742,0.082261,0.71293,0.082261,0.054841,0.02742,0.02742,0.054841,0,0,0.02742,0,0,0.02742,0,0
0,0,0.025254,0.15152,0.050508,0.35355,0.025254,0.075761,0.075761,0.050508,0.025254,0.90914,0.025254,0.025254,0.025254,0.050508,0.025254,0,0,0.025254,0,0,0.025254,0,0.025254
0,0,0.097823,0.14673,0,0.097823,0.024456,0.12228,0.097823,0.097823,0.073367,0.95378,0.073367,0.024456,0.024456,0.024456,0.024456,0,0,0.024456,0,0,0.024456,0,0.024456
1,0,0.067233,0.26893,0.022411,0.089645,0.089645,0.067233,0.044822,0.067233,0.022411,0.94127,0.067233,0.044822,0.022411,0.022411,0.022411,0,0,0.022411,0,0.022411,0,0,0
1,0,0.046791,0.16377,0.046791,0.56149,0.023395,0.070186,0.070186,0.046791,0.023395,0.79544,0.070186,0.023395,0.023395,0.023395,0.023395,0,0,0,0,0,0.023395,0,0
1,0.0090196,0.0090196,0.54118,0.027059,0.61333,0.0090196,0.045098,0.027059,0.036079,0.036079,0.56824,0.027059,0.018039,0.0090196,0.018039,0.0090196,0,0,0.0090196,0,0,0.0090196,0,0
1,0,0.044227,0.39804,0.044227,0.42015,0.088453,0.044227,0.088453,0.06634,0.022113,0.79608,0.022113,0.022113,0.022113,0.044227,0.022113,0,0,0.022113,0,0,0.022113,0,0
1,0,0.018405,0.44173,0.036811,0.73621,0.018405,0.055216,0.055216,0.036811,0.055216,0.49694,0.036811,0.018405,0.018405,0.018405,0.018405,0,0,0.018405,0,0,0.018405,0,0
1,0,0.028958,0.26062,0.028958,0.85427,0.028958,0.043437,0.043437,0.028958,0.043437,0.43437,0.043437,0.028958,0.014479,0.028958,0.014479,0.014479,0,0.014479,0,0,0.014479,0,0
0,0,0.065751,0.19725,0.065751,0.21369,0.082188,0.082188,0.049313,0.065751,0.065751,0.93695,0.049313,0.016438,0.016438,0.016438,0.016438,0,0,0.016438,0,0.016438,0,0,0.016438
0,0,0.077589,0.31036,0.051726,0.38795,0.025863,0.051726,0.051726,0.025863,0.051726,0.85348,0.025863,0.025863,0.025863,0.051726,0.025863,0,0,0.025863,0,0,0.025863,0,0
0,0.014255,0.02851,0.64148,0.057021,0.66999,0.014255,0.02851,0.042766,0.02851,0.02851,0.35638,0.042766,0.02851,0.014255,0.014255,0.014255,0,0,0.014255,0,0,0.014255,0,0.014255
1,0,0.047569,0.57082,0.047569,0.72542,0.011892,0.035676,0.035676,0.035676,0.047569,0.36866,0.011892,0.011892,0.011892,0.023784,0.011892,0,0,0.011892,0,0,0,0,0
1,0.021408,0.064223,0.38534,0.042816,0.44956,0.021408,0.064223,0.064223,0.042816,0.021408,0.79209,0.042816,0.021408,0.021408,0.021408,0.021408,0,0,0,0.021408,0,0.021408,0,0
